Player Display Name,Player First Name,Player Last Name,Player Primary Position,Session Title,Session Type,Session Day of Week,Session Week Number,Drill Title,Total Time,Total Distance,Distance Per Min,Distance Zone 4 (Absolute),Distance Zone 4 (Relative),Distance Zone 5 (Absolute),Distance Zone 5 (Relative),Distance Zone 6 (Absolute),Distance Zone 6 (Relative),High Speed Running (Absolute),High Speed Running (Relative),HSR Per Minute (Absolute),HSR Per Minute (Relative),Sprint Distance,Sprints,Entries Zone 4 (Absolute),Entries Zone 4 (Relative),Entries Zone 5 (Absolute),Entries Zone 5 (Relative),Entries Zone 6 (Absolute),Entries Zone 6 (Relative),Max Speed,Player Max Speed,Accelerations (Absolute),Accelerations (Relative),Acceleration Impulse,Accelerations Zone 4 (Absolute),Accelerations Zone 4 (Relative),Accelerations Zone 5 (Absolute),Accelerations Zone 5 (Relative),Accelerations Zone 6 (Absolute),Accelerations Zone 6 (Relative),Accelerations Total Distance Zone 4 (Absolute),Accelerations Total Distance Zone 4 (Relative),Accelerations Total Distance Zone 5 (Absolute),Accelerations Total Distance Zone 5 (Relative),Accelerations Total Distance Zone 6 (Absolute),Accelerations Total Distance Zone 6 (Relative),Accelerations Per Min (Absolute),Accelerations Per Min (Relative),Player Max Accel,Max Acceleration,Decelerations (Absolute),Decelerations (Relative),Decelerations Zone 4 (Absolute),Decelerations Zone 4 (Relative),Decelerations Zone 5 (Absolute),Decelerations Zone 5 (Relative),Decelerations Zone 6 (Absolute),Decelerations Zone 6 (Relative),Decelerations Total Distance Zone 4 (Absolute),Decelerations Total Distance Zone 4 (Relative),Decelerations Total Distance Zone 5 (Absolute),Decelerations Total Distance Zone 5 (Relative),Decelerations Total Distance Zone 6 (Absolute),Decelerations Total Distance Zone 6 (Relative),Decels Per Min (Absolute),Decelerations Per Min (Relative),Player Max Decel,Max Deceleration,Average Time Since Last Accel,Average Time Since Last Decel,HML Efforts,Dynamic Load Anterior,Dynamic Load Lateral,Dynamic Load Vertical,Mechanical Load,Total Loading,Time In Heart Rate Zone 5 (Absolute),Time In Heart Rate Zone 5 (Relative),Time In Heart Rate Zone 6 (Absolute),Time In Heart Rate Zone 6 (Relative),Average Heart Rate,Heart Rate Load,Max Heart Rate,Player Max Heart Rate,Step Balance,Fatigue Index,Drill Date,Session Date,Unnamed: 89
Bataoulas,,Bataoulas,Central Defender,PAOK Match,Match Day,Saturday,41,Entire Session,85,8453,105.2,308,266,168,145,135,116,560,460,7.0,7.0,193,5,7,6,3,3,2,2,30.8,32.2,36,34,0,18,17,11,10,6,6,0,0,0,0,0,0,0.5,0.5,5.1,4.2,36,34,18,17,10,9,6,6,0,0,0,0,0,0,0.5,0.5,-5.4,-4.6,10.9,16.4,35,260,229,163,650,747,14.6,12.7,5.0,4.2,158,213,191,197,-0.06,7.5,10/11/2025,10/11/2025,PAOK
Bataoulas,,Bataoulas,Central Defender,PAOK Match,Match Day,Saturday,41,1st half,45,4475,105.2,163,266,89,145,71,116,296,460,7.0,7.0,102,3,4,6,2,3,1,2,30.8,32.2,19,34,0,10,17,6,10,3,6,0,0,0,0,0,0,0.5,0.5,5.1,4.2,19,34,10,17,5,9,3,6,0,0,0,0,0,0,0.5,0.5,-5.4,-4.6,10.9,16.4,19,138,121,86,344,395,7.7,12.7,2.6,4.2,158,113,191,197,-0.06,7.5,10/11/2025,10/11/2025,PAOK
Bataoulas,,Bataoulas,Central Defender,PAOK Match,Match Day,Saturday,41,2nd half,40,3978,105.2,145,266,79,145,64,116,264,460,7.0,7.0,91,2,3,6,1,3,1,2,30.8,32.2,17,34,0,8,17,5,10,3,6,0,0,0,0,0,0,0.5,0.5,5.1,4.2,17,34,8,17,5,9,3,6,0,0,0,0,0,0,0.5,0.5,-5.4,-4.6,10.9,16.4,16,122,108,77,306,352,6.9,12.7,2.4,4.2,158,100,191,197,-0.06,7.5,10/11/2025,10/11/2025,PAOK
Bataoulas,,Bataoulas,Central Defender,PAOK Match,Match Day,Saturday,41,0-15,15,1492,105.2,54,266,30,145,24,116,99,460,7.0,7.0,34,1,1,6,1,3,0,2,30.8,32.2,6,34,0,3,17,2,10,1,6,0,0,0,0,0,0,0.5,0.5,5.1,4.2,6,34,3,17,2,9,1,6,0,0,0,0,0,0,0.5,0.5,-5.4,-4.6,10.9,16.4,6,46,40,29,115,132,2.6,12.7,0.9,4.2,158,38,191,197,-0.06,7.5,10/11/2025,10/11/2025,PAOK
Bataoulas,,Bataoulas,Central Defender,PAOK Match,Match Day,Saturday,41,15-30,15,1492,105.2,54,266,30,145,24,116,99,460,7.0,7.0,34,1,1,6,1,3,0,2,30.8,32.2,6,34,0,3,17,2,10,1,6,0,0,0,0,0,0,0.5,0.5,5.1,4.2,6,34,3,17,2,9,1,6,0,0,0,0,0,0,0.5,0.5,-5.4,-4.6,10.9,16.4,6,46,40,29,115,132,2.6,12.7,0.9,4.2,158,38,191,197,-0.06,7.5,10/11/2025,10/11/2025,PAOK
Bataoulas,,Bataoulas,Central Defender,PAOK Match,Match Day,Saturday,41,30-45,15,1492,105.2,54,266,30,145,24,116,99,460,7.0,7.0,34,1,1,6,1,3,0,2,30.8,32.2,6,34,0,3,17,2,10,1,6,0,0,0,0,0,0,0.5,0.5,5.1,4.2,6,34,3,17,2,9,1,6,0,0,0,0,0,0,0.5,0.5,-5.4,-4.6,10.9,16.4,6,46,40,29,115,132,2.6,12.7,0.9,4.2,158,38,191,197,-0.06,7.5,10/11/2025,10/11/2025,PAOK
Bataoulas,,Bataoulas,Central Defender,PAOK Match,Match Day,Saturday,41,45-60,15,1492,105.2,54,266,30,145,24,116,99,460,7.0,7.0,34,1,1,6,1,3,0,2,30.8,32.2,6,34,0,3,17,2,10,1,6,0,0,0,0,0,0,0.5,0.5,5.1,4.2,6,34,3,17,2,9,1,6,0,0,0,0,0,0,0.5,0.5,-5.4,-4.6,10.9,16.4,6,46,40,29,115,132,2.6,12.7,0.9,4.2,158,38,191,197,-0.06,7.5,10/11/2025,10/11/2025,PAOK
Bataoulas,,Bataoulas,Central Defender,PAOK Match,Match Day,Saturday,41,60-75,15,1492,105.2,54,266,30,145,24,116,99,460,7.0,7.0,34,1,1,6,1,3,0,2,30.8,32.2,6,34,0,3,17,2,10,1,6,0,0,0,0,0,0,0.5,0.5,5.1,4.2,6,34,3,17,2,9,1,6,0,0,0,0,0,0,0.5,0.5,-5.4,-4.6,10.9,16.4,6,46,40,29,115,132,2.6,12.7,0.9,4.2,158,38,191,197,-0.06,7.5,10/11/2025,10/11/2025,PAOK
Bataoulas,,Bataoulas,Central Defender,PAOK Match,Match Day,Saturday,41,75-90,10,994,105.2,36,266,20,145,16,116,66,460,7.0,7.0,23,1,1,6,0,3,0,2,30.8,32.2,4,34,0,2,17,1,10,1,6,0,0,0,0,0,0,0.5,0.5,5.1,4.2,4,34,2,17,1,9,1,6,0,0,0,0,0,0,0.5,0.5,-5.4,-4.6,10.9,16.4,4,31,27,19,76,88,1.7,12.7,0.6,4.2,158,25,191,197,-0.06,7.5,10/11/2025,10/11/2025,PAOK
Berdos,,Berdos,Striker,PAOK Match,Match Day,Saturday,41,Entire Session,86,9355,115.1,541,460,295,251,360,292,985,811,12.1,12.1,514,15,12,11,5,5,5,5,33.0,34.1,42,35,0,23,17,12,10,8,7,0,0,0,0,0,0,0.5,0.5,5.4,4.7,41,33,18,16,11,10,7,6,0,0,0,0,0,0,0.5,0.5,-5.7,-4.0,18.3,12.6,42,288,252,179,722,820,14.7,12.0,4.8,4.0,158,234,192,194,0.03,5.0,10/11/2025,10/11/2025,PAOK B
